plant_key,period,period_as_date,market,reference_market,part_of_world,market_code,company_code,factory,warranty_category,service_type,pnc_sku,sell_out_date,failure_date,ttfi,qty_serv,product_line,product_group,product_subgroup,order_nr,warranty_key,product_unit_key
HUC,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933033056,2021-02-01,2021-12-08,10,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000388060796000,G,HUC-933033056-101-50019
ZS,202112,2021-12-01,Hungary,Reference Markets Only,Europe,HUL,HUM,Electrolux Plants,First year warranty,Service call,925561003,2021-02-08,2021-12-01,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000003153021000,G,ZS-925561003-103-00591
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925501058,2021-03-02,2021-11-26,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000MC3391658001,G,ZS-925501058-050-00419
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515024,2021-10-08,2021-12-07,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005223215000,G,ZS-925515024-122-00180
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2021-05-01,2021-12-06,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005218703000,G,ZS-925503180-107-00036
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515024,2021-07-08,2021-10-06,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000004545482000,G,ZS-925515024-105-00026
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933020059,2021-08-10,2021-12-09,4,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000DD3399804001,G,HUC-933020059-028-30114
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933014282,2021-12-10,2021-12-10,0,1,Food Preservation,Freestanding Under Counter,Freestanding Under Counter Refrigerator,000101759600001,G,HUC-933014282-115-50053
HUC,202112,2021-12-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,933016167,2021-01-15,2021-12-03,11,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000387596081000,G,HUC-933016167-050-10062
ZS,202112,2021-12-01,Portugal,Reference Markets Only,Europe,POR,PT1,Electrolux Plants,First year warranty,Service call,925501095,2021-11-23,2021-12-21,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005296338000,G,ZS-925501095-137-00481
HUC,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933020573,2021-11-01,2021-12-22,1,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000386229183001,G,HUC-933020573-136-10011
ZS,202112,2021-12-01,Spain,Reference Markets Only,Europe,SPA,ES1,Electrolux Plants,First year warranty,Service call,925503206,2021-09-30,2021-12-29,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005326153000,G,ZS-925503206-116-00103
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925041185,2021-04-05,2021-12-08,8,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389870059000,G,HUY-925041185-116-10007
ZS,202112,2021-12-01,Czech Republic,Reference Markets Only,Europe,CSM,CSM,Electrolux Plants,First year warranty,Service call,925561053,2021-03-03,2021-12-02,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000004290521000,G,ZS-925561053-105-00274
ZS,202112,2021-12-01,Poland,Reference Markets Only,Europe,PLM,PLM,Electrolux Plants,First year warranty,Service call,925561053,2021-07-20,2021-12-11,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008550621000,G,ZS-925561053-127-00149
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,923886050,2021-04-12,2021-11-19,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005133724000,G,ZS-923886050-115-00076
HUC,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,933009726,2021-04-07,2021-11-18,7,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,385072755000,G,HUC-933009726-109-50142
ZS,202112,2021-12-01,Ireland,Reference Markets Only,Europe,EID,EID,Electrolux Plants,First year warranty,Service call,923584056,2021-11-15,2021-11-22,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000381422943000,G,ZS-923584056-049-00375
ZS,202112,2021-12-01,Ireland,Reference Markets Only,Europe,EID,EID,Electrolux Plants,First year warranty,Service call,922784060,2021-07-11,2021-10-15,3,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000381423113000,G,ZS-922784060-128-00003
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925561041,2021-05-26,2021-11-05,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005065796000,G,ZS-925561041-105-00012
THF,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925060321,2021-04-17,2021-11-23,7,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,000E53389255001,G,THF-925060321-936-70799
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503171,2021-03-03,2021-11-24,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000DM3390219001,G,ZS-925503171-104-00274
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925512025,2021-10-29,2021-12-06,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000FM3396556001,G,ZS-925512025-139-00338
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033037,2021-03-22,2021-11-26,8,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000T13391485001,G,HUC-933033037-109-10039
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503169,2021-11-26,2021-12-14,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005255729000,G,ZS-925503169-125-00301
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925542766,2021-12-14,2021-12-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000005287118000,G,ZS-925542766-741-00163
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925511030,2021-04-10,2021-12-15,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386224200000,G,ZS-925511030-031-00140
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925511031,2020-12-10,2021-12-09,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386220229000,G,ZS-925511031-041-00028
HUC,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033320,2021-08-26,2021-11-26,3,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386211826000,G,HUC-933033320-012-50001
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070230,2021-10-11,2021-12-15,2,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,380225501000,G,HUY-925070230-123-40031
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052178,2021-06-09,2021-11-25,5,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,380215990001,G,HUY-925052178-115-30051
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053821,2020-12-19,2021-11-13,11,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,389865632000,G,HUY-925053821-044-10117
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052640,2021-11-12,2021-11-15,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389866139000,G,HUY-925052640-134-30050
HUC,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933033336,2021-12-13,2021-12-17,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000388065133000,G,HUC-933033336-049-20040
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925561053,2021-12-16,2021-12-23,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000101759811001,G,ZS-925561053-140-00471
HUY,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925053758,2021-07-06,2021-10-25,3,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000005007338000,G,HUY-925053758-104-20037
ZS,202112,2021-12-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,925503093,2020-12-31,2021-12-13,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005247291000,G,ZS-925503093-051-00008
HUY,202112,2021-12-01,Croatia,Reference Markets Only,Europe,CRE,CRM,Electrolux Plants,First year warranty,Service call,925052175,2021-04-03,2021-11-30,7,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000002071921000,G,HUY-925052175-104-50037
HUC,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,933025078,2021-08-09,2021-12-15,4,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,385077505000,G,HUC-933025078-118-20206
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925501095,2021-07-30,2021-12-06,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005219800000,G,ZS-925501095-113-00080
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933024092,2021-09-18,2021-12-03,3,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000005208201000,G,HUC-933024092-132-40139
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933024071,2021-11-01,2021-12-14,1,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000005258374000,G,HUC-933024071-012-20073
HUC,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,933033173,2021-10-11,2021-12-15,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005262424000,G,HUC-933033173-147-10017
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925511030,2021-01-20,2021-06-18,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386232427000,G,ZS-925511030-031-01000
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053654,2021-11-22,2021-11-24,0,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,389867401000,G,HUY-925053654-135-40020
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,922784044,2021-06-21,2021-11-25,5,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000388054903000,G,ZS-922784044-119-00120
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,923581073,2021-04-15,2021-11-08,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000388046216000,G,ZS-923581073-117-01256
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925501058,2021-03-01,2021-11-23,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005152130000,G,ZS-925501058-051-00148
HUC,202112,2021-12-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,933014672,2021-09-30,2021-12-13,3,1,Food Preservation,Freestanding Under Counter,Freestanding Under Counter Freezer,000005249287000,G,HUC-933014672-131-20015
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925503172,2021-09-15,2021-12-17,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005277443000,G,ZS-925503172-136-00062
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933026024,2021-11-11,2021-11-30,0,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000005191165000,G,HUC-933026024-134-20096
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2021-11-27,2021-11-29,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005179075000,G,ZS-925503180-117-01427
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503134,2020-12-21,2021-12-10,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005242331000,G,ZS-925503134-944-00778
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503134,2021-11-24,2021-11-26,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005174196000,G,ZS-925503134-909-29569
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033153,2021-11-15,2021-12-17,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000E63404423001,G,HUC-933033153-132-10020
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925505063,2021-11-13,2021-12-22,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005302924000,G,ZS-925505063-145-00096
HUC,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,933033147,2021-11-18,2021-12-09,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005232175000,G,HUC-933033147-138-20095
HUC,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,920489302,2021-02-23,2021-10-06,8,1,Food Preservation,Chest Freezer,Large Chest Freezer,000004542701000,G,HUC-920489302-913-10223
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925632800,2021-10-09,2021-12-17,2,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000005278353000,G,ZS-925632800-112-00215
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503167,2021-05-12,2021-11-30,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005187346000,G,ZS-925503167-114-00164
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923587022,2021-08-18,2021-12-07,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386219242000,G,ZS-923587022-129-00055
HUC,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933034326,2021-03-01,2021-12-13,9,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386222228000,G,HUC-933034326-101-50034
HUY,202112,2021-12-01,Spain,Reference Markets Only,Europe,SPA,ES1,Electrolux Plants,First year warranty,Service call,925070903,2020-12-13,2021-12-20,12,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000005290579000,G,HUY-925070903-027-20027
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053333,2021-07-20,2021-11-25,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380215692000,G,HUY-925053333-106-10051
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053339,2021-11-11,2021-11-26,0,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380216767000,G,HUY-925053339-111-11111
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052631,2021-12-14,2021-12-15,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389868908000,G,HUY-925052631-GLÖ-1111
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503173,2021-03-01,2021-12-14,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388063333000,G,ZS-925503173-105-00005
HUC,202112,2021-12-01,Belgium,Reference Markets Only,Europe,BEN,BEN,Electrolux Plants,First year warranty,Service call,933033049,2021-08-23,2021-09-14,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386031966000,G,HUC-933033049-115-30073
HUY,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925053335,2021-04-04,2021-11-17,7,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,385072600000,G,HUY-925053335-114-20004
ZS,202112,2021-12-01,Ireland,Reference Markets Only,Europe,EID,EID,Electrolux Plants,First year warranty,Service call,922784060,2021-12-08,2021-12-08,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000381423318000,G,ZS-922784060-142-00084
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515017,2021-10-28,2021-11-29,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005182974000,G,ZS-925515017-036-00012
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933033422,2021-09-24,2021-12-13,3,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000005250044000,G,HUC-933033422-048-50035
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503134,2021-03-24,2021-11-24,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005156868000,G,ZS-925503134-942-01260
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515024,2021-11-16,2021-11-24,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005158862000,G,ZS-925515024-140-00399
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925516108,2021-03-22,2021-12-03,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000MC3395929001,G,ZS-925516108-107-00008
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503173,2021-09-06,2021-11-30,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000FM3393969001,G,ZS-925503173-114-00042
HUC,202112,2021-12-01,Hungary,Reference Markets Only,Europe,HUL,HUM,Electrolux Plants,First year warranty,Service call,933013451,2021-11-26,2021-11-29,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,000003119421000,G,HUC-933013451-108-10184
ZS,202112,2021-12-01,Lithuania,Reference Markets Only,Europe,LIM,LIN,Electrolux Plants,First year warranty,Service call,925516102,2021-11-24,2021-12-14,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000000559321000,G,ZS-925516102-138-00029
ZS,202112,2021-12-01,Portugal,Reference Markets Only,Europe,POR,PT1,Electrolux Plants,First year warranty,Service call,925503211,2021-10-19,2021-12-02,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005201132000,G,ZS-925503211-137-00053
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925516119,2021-09-25,2021-12-14,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386223779000,G,ZS-925516119-115-00074
HUC,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933034817,2021-08-01,2021-12-20,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386227159000,G,HUC-933034817-120-20020
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053333,2021-09-01,2021-11-26,2,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380216431000,G,HUY-925053333-132-30108
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054580,2021-11-01,2021-11-16,0,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380210943000,G,HUY-925054580-137-10298
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052974,2021-12-03,2021-12-03,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389867832000,G,HUY-925052974-141-40117
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,923586024,2021-10-11,2021-11-05,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000388044932000,G,ZS-923586024-138-00127
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,923886050,2021-07-13,2021-11-30,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000MC3393928001,G,ZS-923886050-115-00863
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503219,2021-10-06,2021-12-03,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000TA3395409001,G,ZS-925503219-131-00238
HUY,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925054584,2021-10-05,2021-12-09,2,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,385076307000,G,HUY-925054584-126-40005
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925504022,2021-06-01,2021-12-14,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005260691000,G,ZS-925504022-906-00015
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503133,2021-01-25,2021-11-19,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005135010000,G,ZS-925503133-828-00403
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933026026,2021-07-15,2021-12-09,5,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000005237540000,G,HUC-933026026-050-10036
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933020575,2021-07-16,2021-12-07,5,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000101759237001,G,HUC-933020575-118-30059
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925560024,2021-07-31,2021-12-17,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005280523000,G,ZS-925560024-125-00185
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925632779,2021-11-25,2021-12-22,1,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000005301539000,G,ZS-925632779-511-00072
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503161,2021-05-10,2021-12-03,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005206571000,G,ZS-925503161-052-00107
HUY,202112,2021-12-01,Latvia,Reference Markets Only,Europe,LTM,LTN,Electrolux Plants,First year warranty,Service call,925053333,2021-08-24,2021-11-15,3,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000000252921000,G,HUY-925053333-037-50437
HUC,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033249,2021-05-01,2021-12-27,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386231425000,G,HUC-933033249-120-10008
ZS,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,923581070,2021-04-10,2021-11-08,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,389865721000,G,ZS-923581070-109-135
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070237,2021-10-22,2021-11-18,1,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389865945000,G,HUY-925070237-137-50056
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925041482,2021-06-03,2021-12-14,6,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389868597000,G,HUY-925041482-111-40035
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054580,2021-09-12,2021-12-09,3,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380223122000,G,HUY-925054580-133-30058
HUC,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933033420,2021-02-01,2021-11-03,9,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000388043812000,G,HUC-933033420-103-60047
ZS,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,922782038,2021-12-17,2021-12-17,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000005278584000,G,ZS-922782038-143-00104
ZS,202112,2021-12-01,Ireland,Reference Markets Only,Europe,EID,EID,Electrolux Plants,First year warranty,Service call,925501066,2021-01-07,2021-10-06,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000381423232000,G,ZS-925501066-037-00146
