plant_key,period,period_as_date,market,reference_market,part_of_world,market_code,company_code,factory,warranty_category,service_type,pnc_sku,sell_out_date,failure_date,ttfi,qty_serv,product_line,product_group,product_subgroup,order_nr,warranty_key,product_unit_key
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933026026,2021-10-10,2021-12-13,2,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000005252351000,G,HUC-933026026-127-10015
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515024,2021-10-29,2021-11-04,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005060171000,G,ZS-925515024-130-00289
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503175,2021-05-01,2021-12-02,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E83394817001,G,ZS-925503175-114-00113
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933016177,2021-10-13,2021-12-16,2,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000T23403992001,G,HUC-933016177-110-10119
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053339,2021-07-20,2021-12-11,5,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380223720000,G,HUY-925053339-114-20082
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925516040,2020-12-08,2021-12-07,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388060266000,G,ZS-925516040-031-00022
ZS,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,923581066,2021-11-18,2021-11-18,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005127202000,G,ZS-923581066-138-00111
HUC,202112,2021-12-01,Croatia,Reference Markets Only,Europe,CRE,CRM,Electrolux Plants,First year warranty,Service call,933015180,2021-12-02,2021-12-02,0,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000002084821000,G,HUC-933015180-119-30063
HUC,202112,2021-12-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,933016180,2021-07-05,2021-12-07,5,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000387301449000,G,HUC-933016180-107-50120
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933033544,2021-08-06,2021-12-20,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005287854000,G,HUC-933033544-124-50019
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503094,2020-12-18,2021-11-11,11,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000DM3382150001,G,ZS-925503094-941-00319
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925505060,2021-11-11,2021-11-26,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E73391549001,G,ZS-925505060-139-00025
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503184,2021-05-12,2021-12-13,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000101759167001,G,ZS-925503184-112-00024
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925542788,2021-05-21,2021-12-07,7,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000S93397963001,G,ZS-925542788-107-00112
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033004,2021-01-01,2021-11-26,10,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000P93391398001,G,HUC-933033004-042-00020
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925581007,2020-12-17,2021-12-07,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005226051000,G,ZS-925581007-034-00120
HUC,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,933033060,2021-05-10,2021-11-21,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005138066000,G,HUC-933033060-115-30043
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923587023,2021-09-08,2021-11-23,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386209797000,G,ZS-923587023-132-00096
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053340,2021-07-08,2021-11-26,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380216621000,G,HUY-925053340-118-10038
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052205,2021-11-03,2021-12-16,1,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,389868789000,G,HUY-925052205-132-10116
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052575,2021-11-11,2021-11-17,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,380211591000,G,HUY-925052575-117-30024
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052650,2020-12-20,2021-11-29,11,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389869854000,G,HUY-925052650-148-40161
THF,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925060624,2021-11-11,2021-12-17,1,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,380226242000,G,THF-925060624-SAK-123
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052961,2020-12-10,2021-12-06,12,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389870467000,G,HUY-925052961-040-50186
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053333,2020-11-09,2021-10-21,11,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,389865241000,G,HUY-925053333-040-20120
ZS,202112,2021-12-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925505073,2021-11-24,2021-12-06,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000387596244000,G,ZS-925505073-127-00081
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,923581031,2020-12-21,2021-12-08,12,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005227865000,G,ZS-923581031-021-00239
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925504034,2021-09-18,2021-11-25,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005162212000,G,ZS-925504034-136-00042
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2021-10-21,2021-11-25,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005162865000,G,ZS-925503180-116-00027
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925512025,2021-09-09,2021-11-24,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000BB3390386001,G,ZS-925512025-121-00435
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503170,2021-09-16,2021-11-24,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005155221000,G,ZS-925503170-112-00466
ZS,202112,2021-12-01,Poland,Reference Markets Only,Europe,PLM,PLM,Electrolux Plants,First year warranty,Service call,922782034,2021-12-06,2021-12-08,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000008491621000,G,ZS-922782034-107-00046
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923587023,2021-10-14,2021-11-29,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386213344000,G,ZS-923587023-137-00031
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925632628,2021-10-01,2021-12-07,2,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000386218600000,G,ZS-925632628-112-00006
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053337,2021-08-03,2021-12-16,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380226054000,G,HUY-925053337-046-30046
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053757,2021-11-09,2021-11-29,0,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,389865464000,G,HUY-925053757-139-40161
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054036,2021-11-29,2021-12-21,1,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,380228557000,G,HUY-925054036-138-60094
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925505060,2021-09-21,2021-11-25,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388054895000,G,ZS-925505060-136-00042
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925501111,2021-11-25,2021-12-06,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000DM3397338001,G,ZS-925501111-137-00162
HUY,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925053335,2021-09-01,2021-12-08,3,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,385076102000,G,HUY-925053335-132-40074
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925503159,2021-07-15,2021-11-22,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005142856000,G,ZS-925503159-124-00164
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515022,2021-04-30,2021-12-08,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005230594000,G,ZS-925515022-014-00852
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925504018,2021-05-30,2021-12-02,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005202844000,G,ZS-925504018-049-00274
HUC,202112,2021-12-01,Estonia,Reference Markets Only,Europe,ETM,ETN,Electrolux Plants,First year warranty,Service call,933033047,2021-04-20,2021-12-09,8,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000000400821000,G,HUC-933033047-103-10109
HUC,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,933033047,2021-07-09,2021-11-29,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005182941000,G,HUC-933033047-131-20125
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925542791,2021-10-09,2021-12-21,2,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000005292168000,G,ZS-925542791-111-00001
ZS,202112,2021-12-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,923587021,2021-07-06,2021-11-30,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000387300775000,G,ZS-923587021-114-00014
ZS,202112,2021-12-01,Portugal,Reference Markets Only,Europe,POR,PT1,Electrolux Plants,First year warranty,Service call,923581066,2021-07-28,2021-11-26,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005173593000,G,ZS-923581066-049-00007
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925511042,2021-10-10,2021-12-02,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386216404000,G,ZS-925511042-127-00316
HUC,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933034929,2021-06-22,2021-12-09,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386220808000,G,HUC-933034929-109-40107
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070231,2021-08-15,2021-11-16,3,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,380211078000,G,HUY-925070231-126-30025
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925071055,2020-11-30,2021-11-09,12,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,389869574000,G,HUY-925071055-019-20060
HUC,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933014281,2021-11-17,2021-11-29,0,1,Food Preservation,Freestanding Under Counter,Freestanding Under Counter Refrigerator,000388056082000,G,HUC-933014281-137-50103
ZS,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925561053,2021-11-13,2021-12-22,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,385078690000,G,ZS-925561053-133-519
ZS,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,922782035,2021-04-15,2021-11-29,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000005183796000,G,ZS-922782035-109-00032
HUY,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925053654,2020-12-30,2021-12-01,12,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000005196861000,G,HUY-925053654-045-60401
ZS,202112,2021-12-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,925505068,2021-11-08,2021-11-30,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005188319000,G,ZS-925505068-111-11111
HUC,202112,2021-12-01,Belgium,Reference Markets Only,Europe,BEN,BEN,Electrolux Plants,First year warranty,Service call,933033019,2020-10-22,2021-09-13,11,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000386031957000,G,HUC-933033019-039-10072
ZS,202112,2021-12-01,Croatia,Reference Markets Only,Europe,CRE,CRM,Electrolux Plants,First year warranty,Service call,925503017,2021-03-10,2021-12-15,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000002159721000,G,ZS-925503017-010-00111
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925504029,2021-12-01,2021-12-03,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005207635000,G,ZS-925504029-102-00626
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,923821018,2020-12-15,2021-12-09,12,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000FM3399516001,G,ZS-923821018-027-00028
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503177,2021-02-22,2021-12-08,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000T13398526001,G,ZS-925503177-107-00276
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503167,2021-05-14,2021-12-07,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005221681000,G,ZS-925503167-111-00011
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503167,2021-06-14,2021-12-14,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005258597000,G,ZS-925503167-119-00782
